#TYPE System.Diagnostics.Process
"Name","SI","Handles","VM","WS","PM","NPM","Path","Company","CPU","FileVersion","ProductVersion","Description","Product","__NounName","BasePriority","ExitCode","HasExited","ExitTime","Handle","SafeHandle","HandleCount","Id","MachineName","MainWindowHandle","MainWindowTitle","MainModule","MaxWorkingSet","MinWorkingSet","Modules","NonpagedSystemMemorySize","NonpagedSystemMemorySize64","PagedMemorySize","PagedMemorySize64","PagedSystemMemorySize","PagedSystemMemorySize64","PeakPagedMemorySize","PeakPagedMemorySize64","PeakWorkingSet","PeakWorkingSet64","PeakVirtualMemorySize","PeakVirtualMemorySize64","PriorityBoostEnabled","PriorityClass","PrivateMemorySize","PrivateMemorySize64","PrivilegedProcessorTime","ProcessName","ProcessorAffinity","Responding","SessionId","StartInfo","StartTime","SynchronizingObject","Threads","TotalProcessorTime","UserProcessorTime","VirtualMemorySize","VirtualMemorySize64","EnableRaisingEvents","StandardInput","StandardOutput","StandardError","WorkingSet","WorkingSet64","Site","Container"
"Teams","1","336","2203616677888","10919936","12201984","21048","C:\Users\ambatikalyan.NAGARRO\AppData\Local\Microsoft\Teams\current\Teams.exe","Microsoft Corporation","1.578125","1.4.00.11161","1.4.00.11161","Microsoft Teams","Microsoft Teams","Process","8",,"False",,"2548","Microsoft.Win32.SafeHandles.SafeProcessHandle","336","11292",".","0","","System.Diagnostics.ProcessModule (Teams.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","21048","21048","12201984","12201984","509280","509280","12730368","12730368","60637184","60637184","304746496","2203622969344","True","Normal","12201984","12201984","00:00:00.6875000","Teams","255","True","1","System.Diagnostics.ProcessStartInfo","31-05-2021 20:22:22",,"System.Diagnostics.ProcessThreadCollection","00:00:01.5781250","00:00:00.8906250","298455040","2203616677888","False",,,,"10919936","10919936",,
"Teams","1","1202","2204102729728","105435136","185995264","72792","C:\Users\ambatikalyan.NAGARRO\AppData\Local\Microsoft\Teams\current\Teams.exe","Microsoft Corporation","475.421875","1.4.00.11161","1.4.00.11161","Microsoft Teams","Microsoft Teams","Process","8",,"False",,"5408","Microsoft.Win32.SafeHandles.SafeProcessHandle","1202","11472",".","66650","Sachin Mehta | Microsoft Teams","System.Diagnostics.ProcessModule (Teams.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","72792","72792","185995264","185995264","803512","803512","197091328","197091328","231862272","231862272","835407872","2204153630720","True","Normal","185995264","185995264","00:01:12.9531250","Teams","255","True","1","System.Diagnostics.ProcessStartInfo","31-05-2021 20:22:19",,"System.Diagnostics.ProcessThreadCollection","00:07:55.4218750","00:06:42.4687500","784506880","2204102729728","False",,,,"105435136","105435136",,
"Teams","1","822","2204122927104","135548928","172912640","31448","C:\Users\ambatikalyan.NAGARRO\AppData\Local\Microsoft\Teams\current\Teams.exe","Microsoft Corporation","54.078125","1.4.00.11161","1.4.00.11161","Microsoft Teams","Microsoft Teams","Process","10",,"False",,"6436","Microsoft.Win32.SafeHandles.SafeProcessHandle","822","12036",".","0","","System.Diagnostics.ProcessModule (Teams.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","31448","31448","172912640","172912640","954584","954584","299311104","299311104","299933696","299933696","845025280","2204163248128","True","AboveNormal","172912640","172912640","00:00:12.2343750","Teams","255","True","1","System.Diagnostics.ProcessStartInfo","31-05-2021 20:22:21",,"System.Diagnostics.ProcessThreadCollection","00:00:54.0781250","00:00:41.8437500","804704256","2204122927104","False",,,,"135548928","135548928",,
"Teams","1","450","2203609833472","22327296","19410944","22320","C:\Users\ambatikalyan.NAGARRO\AppData\Local\Microsoft\Teams\current\Teams.exe","Microsoft Corporation","55.21875","1.4.00.11161","1.4.00.11161","Microsoft Teams","Microsoft Teams","Process","8",,"False",,"2148","Microsoft.Win32.SafeHandles.SafeProcessHandle","450","12692",".","0","","System.Diagnostics.ProcessModule (Teams.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","22320","22320","19410944","19410944","488448","488448","20529152","20529152","43606016","43606016","308912128","2203627134976","True","Normal","19410944","19410944","00:00:14.4375000","Teams","255","True","1","System.Diagnostics.ProcessStartInfo","31-05-2021 20:22:21",,"System.Diagnostics.ProcessThreadCollection","00:00:55.2187500","00:00:40.7812500","291610624","2203609833472","False",,,,"22327296","22327296",,
"Teams","1","496","2204571123712","328896512","376356864","163696","C:\Users\ambatikalyan.NAGARRO\AppData\Local\Microsoft\Teams\current\Teams.exe","Microsoft Corporation","637.765625","1.4.00.11161","1.4.00.11161","Microsoft Teams","Microsoft Teams","Process","8",,"False",,"6628","Microsoft.Win32.SafeHandles.SafeProcessHandle","496","12764",".","0","","System.Diagnostics.ProcessModule (Teams.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","163696","163696","376356864","376356864","562632","562632","806936576","806936576","908742656","908742656","1815031808","2205133254656","True","Normal","376356864","376356864","00:00:53.5312500","Teams","255","True","1","System.Diagnostics.ProcessStartInfo","31-05-2021 20:22:22",,"System.Diagnostics.ProcessThreadCollection","00:10:37.7656250","00:09:44.2343750","1252900864","2204571123712","False",,,,"328896512","328896512",,
"Teams","1","328","2203756920832","11108352","28233728","26896","C:\Users\ambatikalyan.NAGARRO\AppData\Local\Microsoft\Teams\current\Teams.exe","Microsoft Corporation","0.375","1.4.00.11161","1.4.00.11161","Microsoft Teams","Microsoft Teams","Process","8",,"False",,"3424","Microsoft.Win32.SafeHandles.SafeProcessHandle","328","13180",".","0","","System.Diagnostics.ProcessModule (Teams.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","26896","26896","28233728","28233728","426312","426312","35672064","35672064","67497984","67497984","446898176","2203765121024","True","Normal","28233728","28233728","00:00:00.0937500","Teams","255","True","1","System.Diagnostics.ProcessStartInfo","31-05-2021 20:22:21",,"System.Diagnostics.ProcessThreadCollection","00:00:00.3750000","00:00:00.2812500","438697984","2203756920832","False",,,,"11108352","11108352",,
"Teams","1","309","2203873816576","70086656","23580672","22952","C:\Users\ambatikalyan.NAGARRO\AppData\Local\Microsoft\Teams\current\Teams.exe","Microsoft Corporation","0.0625","1.4.00.11161","1.4.00.11161","Microsoft Teams","Microsoft Teams","Process","8",,"False",,"2544","Microsoft.Win32.SafeHandles.SafeProcessHandle","309","13564",".","0","","System.Diagnostics.ProcessModule (Teams.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","22952","22952","23580672","23580672","435840","435840","24350720","24350720","70090752","70090752","555593728","2203873816576","True","Normal","23580672","23580672","00:00:00.0468750","Teams","255","True","1","System.Diagnostics.ProcessStartInfo","03-06-2021 14:44:31",,"System.Diagnostics.ProcessThreadCollection","00:00:00.0625000","00:00:00.0156250","555593728","2203873816576","False",,,,"70086656","70086656",,
"TeamViewer_Service","0","401","150376448","7860224","17915904","26432","C:\Program Files (x86)\TeamViewer\TeamViewer_Service.exe","TeamViewer Germany GmbH","8.828125","15.16.8.0","15.16.8.0","TeamViewer","TeamViewer","Process","8",,"False",,"4564","Microsoft.Win32.SafeHandles.SafeProcessHandle","401","5460",".","0","","System.Diagnostics.ProcessModule (TeamViewer_Service.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","26432","26432","17915904","17915904","176856","176856","18321408","18321408","28299264","28299264","158826496","158826496","True","Normal","17915904","17915904","00:00:06.7343750","TeamViewer_Service","255","True","0","System.Diagnostics.ProcessStartInfo","31-05-2021 20:21:26",,"System.Diagnostics.ProcessThreadCollection","00:00:08.8281250","00:00:02.0937500","150376448","150376448","False",,,,"7860224","7860224",,
"TextInputHost","1","537","2203705573376","18018304","13967360","23096","C:\WINDOWS\SystemApps\MicrosoftWindows.Client.CBS_cw5n1h2txyewy\InputApp\TextInputHost.exe","Microsoft Corporation","15.75","2001.22012.0.2020","2001.22012.0.2020","","Microsoft? Windows? Operating System","Process","8",,"False",,"3248","Microsoft.Win32.SafeHandles.SafeProcessHandle","537","2444",".","66272","Microsoft Text Input Application","System.Diagnostics.ProcessModule (TextInputHost.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","23096","23096","13967360","13967360","576928","576928","14233600","14233600","56643584","56643584","397914112","2203716136960","True","Normal","13967360","13967360","00:00:07.7031250","TextInputHost","255","True","1","System.Diagnostics.ProcessStartInfo","31-05-2021 20:22:10",,"System.Diagnostics.ProcessThreadCollection","00:00:15.7500000","00:00:08.0468750","387350528","2203705573376","False",,,,"18018304","18018304",,
"TGitCache","1","176","4428361728","3280896","2756608","13240","C:\Program Files\TortoiseGit\bin\TGitCache.exe","https://tortoisegit.org/","0.21875","2.12.0.0","2.12.0.0","TortoiseGit status cache","TortoiseGit","Process","8",,"False",,"3592","Microsoft.Win32.SafeHandles.SafeProcessHandle","176","3136",".","0","","System.Diagnostics.ProcessModule (TGitCache.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","13240","13240","2756608","2756608","178088","178088","2871296","2871296","11452416","11452416","137383936","4432351232","True","Normal","2756608","2756608","00:00:00.1718750","TGitCache","255","True","1","System.Diagnostics.ProcessStartInfo","31-05-2021 20:22:33",,"System.Diagnostics.ProcessThreadCollection","00:00:00.2187500","00:00:00.0468750","133394432","4428361728","False",,,,"3280896","3280896",,
"TiWorker","0","304","2203533225984","27910144","49496064","66696","C:\WINDOWS\winsxs\amd64_microsoft-windows-servicingstack_31bf3856ad364e35_10.0.19041.985_none_e72c6fe7263b0fe4\TiWorker.exe","Microsoft Corporation","62.140625","10.0.19041.985 (WinBuild.160101.0800)","10.0.19041.985","Windows Modules Installer Worker","Microsoft? Windows? Operating System","Process","8",,"False",,"1184","Microsoft.Win32.SafeHandles.SafeProcessHandle","304","1792",".","0","","System.Diagnostics.ProcessModule (TiWorker.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","66696","66696","49496064","49496064","155912","155912","168206336","168206336","154902528","154902528","329101312","2203647324160","True","Normal","49496064","49496064","00:00:24.5312500","TiWorker","255","True","0","System.Diagnostics.ProcessStartInfo","31-05-2021 20:31:25",,"System.Diagnostics.ProcessThreadCollection","00:01:02.1406250","00:00:37.6093750","215003136","2203533225984","False",,,,"27910144","27910144",,
"TrustedInstaller","0","140","2203393318912","4845568","3166208","9240","C:\WINDOWS\servicing\TrustedInstaller.exe","Microsoft Corporation","2.46875","10.0.19041.1 (WinBuild.160101.0800)","10.0.19041.1","Windows Modules Installer","Microsoft? Windows? Operating System","Process","8",,"False",,"5656","Microsoft.Win32.SafeHandles.SafeProcessHandle","140","8656",".","0","","System.Diagnostics.ProcessModule (TrustedInstaller.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","9240","9240","3166208","3166208","73736","73736","4550656","4550656","8159232","8159232","77451264","2203395674112","True","Normal","3166208","3166208","00:00:00.9218750","TrustedInstaller","255","True","0","System.Diagnostics.ProcessStartInfo","31-05-2021 20:31:25",,"System.Diagnostics.ProcessThreadCollection","00:00:02.4687500","00:00:01.5468750","75096064","2203393318912","False",,,,"4845568","4845568",,
"TSVNCache","1","164","4421799936","9723904","2613248","12960","C:\Program Files\TortoiseSVN\bin\TSVNCache.exe","http://tortoisesvn.net","0.1875","1.9.3.27038","1.9.3.27038","TortoiseSVN status cache","TortoiseSVN","Process","8",,"False",,"5872","Microsoft.Win32.SafeHandles.SafeProcessHandle","164","4628",".","0","","System.Diagnostics.ProcessModule (TSVNCache.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","12960","12960","2613248","2613248","173240","173240","2764800","2764800","10264576","10264576","135016448","4429983744","True","Normal","2613248","2613248","00:00:00.0781250","TSVNCache","255","True","1","System.Diagnostics.ProcessStartInfo","02-06-2021 15:47:53",,"System.Diagnostics.ProcessThreadCollection","00:00:00.1875000","00:00:00.1093750","126832640","4421799936","False",,,,"9723904","9723904",,
"TSVNCache","1","173","4428091392","2965504","2797568","13776","C:\Program Files\TortoiseSVN\bin\TSVNCache.exe","http://tortoisesvn.net","3.1875","1.9.3.27038","1.9.3.27038","TortoiseSVN status cache","TortoiseSVN","Process","8",,"False",,"5648","Microsoft.Win32.SafeHandles.SafeProcessHandle","173","8748",".","0","","System.Diagnostics.ProcessModule (TSVNCache.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","13776","13776","2797568","2797568","176232","176232","2957312","2957312","9912320","9912320","138366976","4433334272","True","Normal","2797568","2797568","00:00:02.3125000","TSVNCache","255","True","1","System.Diagnostics.ProcessStartInfo","31-05-2021 20:22:02",,"System.Diagnostics.ProcessThreadCollection","00:00:03.1875000","00:00:00.8750000","133124096","4428091392","False",,,,"2965504","2965504",,
"uhssvc","0","110","2203384844288","2351104","1400832","6992","C:\Program Files\Microsoft Update Health Tools\uhssvc.exe","Microsoft Corporation","0.203125","10.0.19041.955 (WinBuild.160101.0800)","10.0.19041.955","uhssvc","Microsoft? Windows? Operating System","Process","8",,"False",,"5632","Microsoft.Win32.SafeHandles.SafeProcessHandle","110","1048",".","0","","System.Diagnostics.ProcessModule (uhssvc.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","6992","6992","1400832","1400832","61184","61184","1519616","1519616","6926336","6926336","68718592","2203386941440","True","Normal","1400832","1400832","00:00:00.1875000","uhssvc","255","True","0","System.Diagnostics.ProcessStartInfo","31-05-2021 20:23:49",,"System.Diagnostics.ProcessThreadCollection","00:00:00.2031250","00:00:00.0156250","66621440","2203384844288","False",,,,"2351104","2351104",,
"unsecapp","1","128","2203408998400","3231744","1851392","9104","C:\WINDOWS\system32\wbem\unsecapp.exe","Microsoft Corporation","0.328125","10.0.19041.844 (WinBuild.160101.0800)","10.0.19041.844","Sink to receive asynchronous callbacks for WMI client application","Microsoft? Windows? Operating System","Process","8",,"False",,"2036","Microsoft.Win32.SafeHandles.SafeProcessHandle","128","10408",".","0","","System.Diagnostics.ProcessModule (unsecapp.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","9104","9104","1851392","1851392","109752","109752","1941504","1941504","7516160","7516160","93921280","2203412144128","True","Normal","1851392","1851392","00:00:00.2656250","unsecapp","255","True","1","System.Diagnostics.ProcessStartInfo","31-05-2021 20:22:04",,"System.Diagnostics.ProcessThreadCollection","00:00:00.3281250","00:00:00.0625000","90775552","2203408998400","False",,,,"3231744","3231744",,
"Video.UI","1","728","2203930497024","1142784","20951040","37616","C:\Program Files\WindowsApps\Microsoft.ZuneVideo_10.21021.10311.0_x64__8wekyb3d8bbwe\Video.UI.exe","Microsoft Corporation","0.375","10.21021.1031.00000","10.21021.103100000-21021","Video Application","Entertainment Platform","Process","8",,"False",,"3108","Microsoft.Win32.SafeHandles.SafeProcessHandle","728","7896",".","67184","Films & TV","System.Diagnostics.ProcessModule (Video.UI.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","37616","37616","20951040","20951040","678288","678288","22274048","22274048","68190208","68190208","617517056","2203935739904","True","Normal","20951040","20951040","00:00:00.3125000","Video.UI","255","False","1","System.Diagnostics.ProcessStartInfo","31-05-2021 20:25:24",,"System.Diagnostics.ProcessThreadCollection","00:00:00.3750000","00:00:00.0625000","612274176","2203930497024","False",,,,"1142784","1142784",,
"vlc","1","507","5175382016","205029376","364134400","39816","C:\Program Files\VideoLAN\VLC\vlc.exe","VideoLAN","142.46875","3.0.14","3,0,14,0","VLC media player","VLC media player","Process","8",,"False",,"3528","Microsoft.Win32.SafeHandles.SafeProcessHandle","507","4480",".","4262468","14th oct.mp4 - VLC media player","System.Diagnostics.ProcessModule (vlc.exe)","266117120","264908800","System.Diagnostics.ProcessModuleCollection","39816","39816","364134400","364134400","835960","835960","384638976","384638976","378585088","378585088","908521472","5203488768","True","Normal","364134400","364134400","00:01:33.2968750","vlc","255","True","1","System.Diagnostics.ProcessStartInfo","02-06-2021 10:21:05",,"System.Diagnostics.ProcessThreadCollection","00:02:22.4687500","00:00:49.1718750","880414720","5175382016","False",,,,"205029376","205029376",,
